document_id,canonical_id,title,source,document_type,source_tier,primary_section,secondary_sections,confidence,evidence_level,reason_for_review,url,local_path
2023_Deformation_Monitoring_of_Tunnel_using_Phase-based_Motion_Magnification_and_Optical_Flow_2,CAN_79F6716305C6376BD14B,Deformation Monitoring of Tunnel using Phase-based Motion Magnification and Optical Flow,arxiv,journal_article,TIER_B,2.4.1.2,1.4;5.4.1;2.4.1;5.9.2,0.6106,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Deformation_Monitoring_of_Tunnel_using_Phase-based_Motion_Magnification_and_Optical_Flow_2.pdf
10.1038/s41598-023-39377-y,CAN_4728252D25774EC2CEB0,Safety risk assessment of loess tunnel construction under complex environment based on game theory-cloud model,openalex,journal_article,TIER_B,1.4,1.4.1;1.5;2.4;5.9.2,0.3819,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Safety_risk_assessment_of_loess_tunnel_construction_under_complex_environment_based_on_gam.pdf
10.3389/feart.2022.1075928,CAN_30508AEFEF1AA6D3C61C,Study on the construction deformation of a slotted shield in loess tunnels with different buried depths and large sections,openalex,journal_article,TIER_B,2.4,1.4;5.4.1;5.9;5.9.2,0.3813,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Study_on_the_construction_deformation_of_a_slotted_shield_in_loess_tunnels_with_different.pdf
10.1038/s41598-023-38291-7,CAN_CBBEBD7F8FBBEA6D887F,A new approach for evaluating continuous and discontinuous pipeline deformation induced by soil tunnel excavation.,europe_pmc,journal_article,TIER_B,2.4,1.4;5.4.1;2.4.1;2.4.1.1,0.3741,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_A_new_approach_for_evaluating_continuous_and_discontinuous_pipeline_deformation_induced_by_2.pdf
10.1038/s41598-022-26635-8,CAN_09F16CFA94CD1BCCFD44,Analytical solution of overlying pipe deformation caused by tunnel excavation based on Pasternak foundation model.,europe_pmc,journal_article,TIER_B,5.4.1,2.4;2.4.1;2.2;2.4.1.1,0.3802,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Analytical_solution_of_overlying_pipe_deformation_caused_by_tunnel_excavation_based_on_Pas_2.pdf
10.1016/j.engappai.2024.108156,CAN_0ABFF361E86AC0631C62,A multi-fidelity deep operator network (DeepONet) for fusing simulation and monitoring data: Application to real-time settlement prediction during tunnel construction,arxiv,journal_article,TIER_B,1.4,2.4;2.4.1.1;5.7.1;5.4.1,0.3783,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_A_multi-fidelity_deep_operator_network_(DeepONet)_for_fusing_simulation_and_monitoring_dat_2.pdf
10.1061/jpcfev.cfeng-4363,CAN_5B4468BB130CAF6D128F,Prediction of Surface Settlement in Shield-Tunneling Construction Process Using PCA-PSO-RVM Machine Learning,openalex,journal_article,TIER_B,5.4.1,2.4;1.4;2.4.1.1;5.7.1,0.3751,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Prediction_of_Surface_Settlement_in_Shield-Tunneling_Construction_Process_Using_PCA-PSO-RV.pdf
10.22190/fume230826048m,CAN_CDC5A5CD2582E14C76B2,FRACTAL SPACE BASED DIMENSIONLESS ANALYSIS OF THE SURFACE SETTLEMENT INDUCED BY THE SHIELD TUNNELING,openalex,journal_article,TIER_B,2.4,1.4;2.4.1.1;5.4.1;1.4.1,0.3696,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_FRACTAL_SPACE_BASED_DIMENSIONLESS_ANALYSIS_OF_THE_SURFACE_SETTLEMENT_INDUCED_BY_THE_SHIELD.pdf
10.1038/s41598-023-37028-w,CAN_A400246126C8ADD02F6D,A novel combined intelligent algorithm prediction model for the tunnel surface settlement,openalex,journal_article,TIER_B,1.4,2.4;5.7.1;1.4.1;5.9.2,0.375,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_A_novel_combined_intelligent_algorithm_prediction_model_for_the_tunnel_surface_settlement.pdf
10.13164/re.2023.0299,CAN_FFFEB5CEF1FB07FCBACC,Research on Detection Method for Tunnel Lining Defects Based on DCAM-YOLOv5 in GPR B-Scan,crossref,journal_article,TIER_B,5.4.1,2.4.1;1.4;2.4.1.1;2.4,0.6176,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Research_on_Detection_Method_for_Tunnel_Lining_Defects_Based_on_DCAM-YOLOv5_in_GPR_B-Scan_2.pdf
10.3390/ma16124248,CAN_E8E66537556B7D0B7DDA,Numerical Investigation of Longitudinal through Voids in Tunnel Secondary Lining Vaults and Steel Plate Strengthening,openalex,journal_article,TIER_B,2.4,1.4;5.4.1;5.9;2.2,0.3775,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Numerical_Investigation_of_Longitudinal_through_Voids_in_Tunnel_Secondary_Lining_Vaults_an.pdf
10.3390/ma15196848,CAN_E2EFD0831CBF8FF1D221,Preparation and Experimental Investigations of Low-Shrinkage Commercial Concrete for Tunnel Annular Secondary Lining Engineering.,europe_pmc,journal_article,TIER_B,1.4,2.4;5.4.1;5.9.2;5.9,0.3752,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_Preparation_and_Experimental_Investigations_of_Low-Shrinkage_Commercial_Concrete_for_Tunne_2.pdf
10.3390/s22062421,CAN_D4DD1B727423378A9AD1,Identification Method for Internal Forces of Segmental Tunnel Linings via the Combination of Laser Scanning and Hybrid Structural Analysis.,europe_pmc,journal_article,TIER_B,5.4.1,2.4;2.4.1;1.4;5.9,0.3762,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_Identification_Method_for_Internal_Forces_of_Segmental_Tunnel_Linings_via_the_Combination.pdf
10.3389/fenvs.2022.972677,CAN_27720FC31707F6DA4C3E,Decision criteria and intelligent decision method for tunnel excavation scheme selection considering carbon emissions,openalex,journal_article,TIER_B,2.4,,0.75,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_Decision_criteria_and_intelligent_decision_method_for_tunnel_excavation_scheme_selection_c_2.pdf
10.3389/fmats.2022.1007855,CAN_FF96E206E412790F14F0,Numerical simulation and analysis of crack disease in tunnel lining structure,openalex,journal_article,TIER_B,5.4.1,1.4;2.4;5.9;5.9.2,0.6148,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_Numerical_simulation_and_analysis_of_crack_disease_in_tunnel_lining_structure.pdf
10.3390/s22249702,CAN_2B886FBEA3C6F7AE2836,Evaluation of Void Defects behind Tunnel Lining through GPR forward Simulation,openalex,journal_article,TIER_B,1.4,2.4;5.4.1;5.9.2;5.9,0.3774,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_Evaluation_of_Void_Defects_behind_Tunnel_Lining_through_GPR_forward_Simulation_2.pdf
10.3311/ppci.19859,CAN_A946EE08D0F4E9B3E5E4,Review on Machine Learning-based Defect Detection of Shield Tunnel Lining,crossref,journal_article,TIER_B,5.9,,0.78,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_Review_on_Machine_Learning-based_Defect_Detection_of_Shield_Tunnel_Lining_2.pdf
10.3390/ma15196862,CAN_D95EE184D2353AE5E805,Experimental Investigation of the Deformed Stagger-Jointed Segmental Tunnel Linings Strengthened by Epoxy-Bonded Filament Wound Profiles.,europe_pmc,journal_article,TIER_B,2.1.2,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_Experimental_Investigation_of_the_Deformed_Stagger-Jointed_Segmental_Tunnel_Linings_Streng_2.pdf
10.31202/ecjse.1013656,CAN_F0A51030992E45E96F81,Discontinuity Controlled Deformation Estimation in small Diameter Tunnels,openalex,journal_article,TIER_B,1.4,2.4;1.4.1;5.4.1;5.9.2,0.3766,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_Discontinuity_Controlled_Deformation_Estimation_in_small_Diameter_Tunnels.pdf
10.24425/ace.2022.140178,CAN_B0A34DF1A0821F8E334F,Research on the intelligent positioning method of tunnel excavation face,crossref,journal_article,TIER_B,2.4,,0.76,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_Research_on_the_intelligent_positioning_method_of_tunnel_excavation_face_2.pdf
10.36680/j.itcon.2021.034,CAN_0655E698A67FF8501DFE,Implementing BIM for conventional tunnels - a proposed methodology and case study,openalex,journal_article,TIER_B,1.4,2.4;5.9.2;2.2;5.9,0.3793,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2021_Implementing_BIM_for_conventional_tunnels_-_a_proposed_methodology_and_case_study_2.pdf
10.3846/jcem.2021.14901,CAN_4A450B2B73809409F159,RISK PREDICTION AND DIAGNOSIS OF WATER SEEPAGE IN OPERATIONAL SHIELD TUNNELS BASED ON RANDOM FOREST,openalex,journal_article,TIER_B,1.4,5.4.1;5.9;5.9.2;1.5,0.3786,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2021_RISK_PREDICTION_AND_DIAGNOSIS_OF_WATER_SEEPAGE_IN_OPERATIONAL_SHIELD_TUNNELS_BASED_ON_RAND_2.pdf
10.3389/feart.2021.802662,CAN_F28B7C69C7DA67883EFB,Effects on a Nearby Bridge of Dismantling Temporary Lining During Excavation of a Shallow-Buried Rectangular Tunnel,openalex,journal_article,TIER_B,5.4.1,1.4;2.4;5.9;5.9.2,0.3815,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2021_Effects_on_a_Nearby_Bridge_of_Dismantling_Temporary_Lining_During_Excavation_of_a_Shallow-_2.pdf
10.3390/s21175725,CAN_E9F116E73F292F89299B,A Novel Approach to Automated 3D Spalling Defects Inspection in Railway Tunnel Linings Using Laser Intensity and Depth Information,openalex,journal_article,TIER_B,5.4.1,1.4;5.9.2;2.4;2.4.1,0.3791,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2021_A_Novel_Approach_to_Automated_3D_Spalling_Defects_Inspection_in_Railway_Tunnel_Linings_Usi_2.pdf
10.3390/ma14092378,CAN_722622CB3F0076766B1E,Mechanical Behavior of Ultrahigh-Performance Concrete Tunnel Lining Segments.,europe_pmc,journal_article,TIER_B,1.4,2.4;5.9;5.4.1;5.9.2,0.3792,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2021_Mechanical_Behavior_of_Ultrahigh-Performance_Concrete_Tunnel_Lining_Segments_2.pdf
10.3390/s21134407,CAN_F5C72733A65FFEB51230,Method for Tunnel Displacements Calculation Based on Mobile Tunnel Monitoring System,openalex,journal_article,TIER_B,1.4,2.4;2.4.1;1.4.1;5.9.2,0.3841,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2021_Method_for_Tunnel_Displacements_Calculation_Based_on_Mobile_Tunnel_Monitoring_System.pdf
10.30564/jcr.v3i2.4075,CAN_7FCC68C9D968F213535C,Study on Ground Deformation During Shield Tunnel Construction,crossref,journal_article,TIER_B,1.4,2.4;5.9.2;5.9;2.4.1.1,0.3763,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2021_Study_on_Ground_Deformation_During_Shield_Tunnel_Construction_2.pdf
10.3390/s21217032,CAN_7F39DA602C46DB6493D1,Long-Term Monitoring of a Tunnel in a Landslide Prone Area by Brillouin-Based Distributed Optical Fiber Sensors,openalex,journal_article,TIER_B,1.4.1,1.4;2.4.1.1;5.9.2;1.5,0.3758,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2021_Long-Term_Monitoring_of_a_Tunnel_in_a_Landslide_Prone_Area_by_Brillouin-Based_Distributed.pdf
10.3390/s21248392,CAN_FC038C46BB4A142EC837,Study on Mechanical Characteristics of Segmental Joints of a Large-Diameter Shield Tunnel under Ultrahigh Water Pressure.,europe_pmc,journal_article,TIER_B,5.4.1,5.9;5.9.2;1.4;2.4,0.378,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2021_Study_on_Mechanical_Characteristics_of_Segmental_Joints_of_a_Large-Diameter_Shield_Tunnel_2.pdf
10.3390/ma14216663,CAN_AFB33042ECB3E38043C5,Chloride Transport Behaviour and Service Performance of Cracked Concrete Linings in Coastal Subway Tunnels,openalex,journal_article,TIER_B,5.4.1,,0.76,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2021_Chloride_Transport_Behaviour_and_Service_Performance_of_Cracked_Concrete_Linings_in_Coasta.pdf
10.1177/0036850419874988,CAN_3B285BBF9911A4E03DBE,Layout optimization for non-equidistant thrust system of tunneling machine based on geometric progression under mixed ground.,europe_pmc,journal_article,TIER_B,5.7.1,5.7;2.4;1.4;5.7.2,0.6129,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_Layout_optimization_for_non-equidistant_thrust_system_of_tunneling_machine_based_on_geomet_2.pdf
10.5194/isprs-archives-xliii-b2-2020-1137-2020,CAN_061A31AE439DE4AE79ED,COST-BENEFIT ANALYSIS OF RAIL TUNNEL INSPECTION FOR PHOTOGRAMMETRY AND LASER SCANNING,openalex,journal_article,TIER_B,6.2,,0.75,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_COST-BENEFIT_ANALYSIS_OF_RAIL_TUNNEL_INSPECTION_FOR_PHOTOGRAMMETRY_AND_LASER_SCANNING.pdf
10.3390/s20236815,CAN_2740BFC6D84AB16E6A61,Tunnel Deformation Inspection via Global Spatial Axis Extraction from 3D Raw Point Cloud.,europe_pmc,journal_article,TIER_B,5.4.1,2.4;2.4.1;2.4.1.1;1.4,0.373,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_Tunnel_Deformation_Inspection_via_Global_Spatial_Axis_Extraction_from_3D_Raw_Point_Cloud_2.pdf
10.3390/s20185400,CAN_4060E7B8B795BEA3478E,Deformation Detection Method of Mine Tunnel Based on Mobile Detection System.,europe_pmc,journal_article,TIER_B,2.4.1,2.4.1.1;1.4;2.4;5.9.2,0.3814,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_Deformation_Detection_Method_of_Mine_Tunnel_Based_on_Mobile_Detection_System_2.pdf
10.5194/isprs-annals-v-2-2020-281-2020,CAN_B240E4ABEBA89FF535E1,SEMANTIC SEGMENTATION OF POINT CLOUDS WITH POINTNET AND KPCONV ARCHITECTURES APPLIED TO RAILWAY TUNNELS,openalex,journal_article,TIER_B,2.4,1.2;1.4;2.1.1;2.4.1,0.3745,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_SEMANTIC_SEGMENTATION_OF_POINT_CLOUDS_WITH_POINTNET_AND_KPCONV_ARCHITECTURES_APPLIED_TO_RA.pdf
10.3390/s20030645,CAN_55A701A1AE9B4E384C22,Absolute Positioning and Orientation of MLSS in a Subway Tunnel Based on Sparse Point-Assisted DR,openalex,journal_article,TIER_B,2.4,1.4;2.4.2;5.9;2.4.2.2,0.3728,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_Absolute_Positioning_and_Orientation_of_MLSS_in_a_Subway_Tunnel_Based_on_Sparse_Point-Assi.pdf
10.1007/s00603-020-02138-8,CAN_E2C985A6D27EC6716AD8,Dynamic and Probabilistic Multi-class Prediction of Tunnel Squeezing Intensity,openalex,journal_article,TIER_B,1.4,5.9;2.2;1.4.1;5.7,0.3716,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_Dynamic_and_Probabilistic_Multi-class_Prediction_of_Tunnel_Squeezing_Intensity.pdf
10.28991/cej-2019-03091316,CAN_00007C62283F7AEB8A0A,Analysis and Study on Crack Characteristics of Highway Tunnel Lining,crossref,journal_article,TIER_B,5.4.1,1.4;5.9.2;5.9;2.4,0.3805,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2019_Analysis_and_Study_on_Crack_Characteristics_of_Highway_Tunnel_Lining_2.pdf
2019_Dense_3D_Reconstruction_for_Visual_Tunnel_Inspection_using_Unmanned_Aerial_Vehicle_2,CAN_7B5830FBFC01F64E4A84,Dense 3D Reconstruction for Visual Tunnel Inspection using Unmanned Aerial Vehicle,arxiv,journal_article,TIER_B,1.4,5.9.2;2.4;1.4.1;5.4.1,0.3757,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2019_Dense_3D_Reconstruction_for_Visual_Tunnel_Inspection_using_Unmanned_Aerial_Vehicle_2.pdf
10.1002/nag.2894,CAN_8F1AA318F9E3DECF8028,On a nonlinear hybrid method for multiscale analysis of a bearing-capacity test of a real-scale segmental tunnel ring.,europe_pmc,journal_article,TIER_B,2.4,1.4;5.4.1;2.4.1;1.4.1,0.3727,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2019_On_a_nonlinear_hybrid_method_for_multiscale_analysis_of_a_bearing-capacity_test_of_a_real-.pdf
10.28991/cej-2019-03091248,CAN_2E9A607CC85415B7FB8E,Displacement and Deformation of the First Tunnel Lining During the Second Tunnel Construction,crossref,journal_article,TIER_B,2.2,,0.72,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2019_Displacement_and_Deformation_of_the_First_Tunnel_Lining_During_the_Second_Tunnel_Construct_2.pdf
10.28991/cej-2019-03091394,CAN_37532F7705A10F12EAAE,Failure Mode and Stability of Excavation Face on Shield Tunnel Undercrossing Existing Tunnel,crossref,journal_article,TIER_B,5.4.1,5.9;1.4;5.9.2;2.4,0.384,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2019_Failure_Mode_and_Stability_of_Excavation_Face_on_Shield_Tunnel_Undercrossing_Existing_Tunn_2.pdf
10.9798/kosham.2018.18.5.217,CAN_406B1289D6EABE76CFD7,Development of Video Shooting System and Technique Enabling Detection of Micro Cracks in the Tunnel Lining while Driving,openalex,journal_article,TIER_B,5.4.1,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2018_Development_of_Video_Shooting_System_and_Technique_Enabling_Detection_of_Micro_Cracks_in_t_2.pdf
10.2208/journalofjsce.6.1_78,CAN_44EAA93EA8C6EE0A806F,AN IMAGE-MATCHING METHOD BASED ON THE CURVATURE OF COST CURVE FOR PRODUCING TUNNEL LINING PANORAMA,openalex,journal_article,TIER_B,2.4,1.4;5.5.2.1;5.7.1;5.7,0.3797,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2018_AN_IMAGE-MATCHING_METHOD_BASED_ON_THE_CURVATURE_OF_COST_CURVE_FOR_PRODUCING_TUNNEL_LINING.pdf
10.3390/s18020420,CAN_FCE0CA3E2605C100E1B5,Study of the Integration of the CNU-TS-1 Mobile Tunnel Monitoring System,openalex,journal_article,TIER_B,1.4,5.9.2;1.4.1;5.9;5.9.1,0.3819,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2018_Study_of_the_Integration_of_the_CNU-TS-1_Mobile_Tunnel_Monitoring_System.pdf
10.25103/jestr.116.09,CAN_85FA45EF470BB061DF31,Wavelet Packet Analysis of Ground–Penetrating Radar Simulated Signal for Tunnel Cavity Fillings,openalex,journal_article,TIER_B,1.4,2.4.1;2.2;5.9;2.4.1.1,0.3676,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2018_Wavelet_Packet_Analysis_of_Ground–Penetrating_Radar_Simulated_Signal_for_Tunnel_Cavity_Fil.pdf
10.1515/jee-2017-0068,CAN_76E7E0FC2F5746D21C7C,Analysis of the highway tunnels monitoring using an optical fiber implemented into primary lining,openalex,journal_article,TIER_B,5.4.1,,0.82,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2017_Analysis_of_the_highway_tunnels_monitoring_using_an_optical_fiber_implemented_into_primary_2.pdf
10.3311/ppci.9700,CAN_D841C1C5FC439AA3B24D,Stress Analysis of Segmental Tunnel Lining Using Artificial Neural Network,crossref,journal_article,TIER_B,1.4,5.4.1;5.9;2.4;5.9.2,0.3755,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2017_Stress_Analysis_of_Segmental_Tunnel_Lining_Using_Artificial_Neural_Network_2.pdf
10.48084/etasr.1045,CAN_302471F595A089A7ECD9,Finite Element Based Response Surface Methodology to Optimize Segmental Tunnel Lining,crossref,journal_article,TIER_B,2.4,,0.9,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2017_Finite_Element_Based_Response_Surface_Methodology_to_Optimize_Segmental_Tunnel_Lining_2.pdf
10.5194/isprs-archives-xlii-2-w7-353-2017,CAN_9CE7ACDFE741CE919061,AUTOMATIC MONITORING OF TUNNEL DEFORMATION BASED ON HIGH DENSITY POINT CLOUDS DATA,openalex,journal_article,TIER_B,1.4,5.4.1;5.9.2;2.4;5.9,0.3784,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2017_AUTOMATIC_MONITORING_OF_TUNNEL_DEFORMATION_BASED_ON_HIGH_DENSITY_POINT_CLOUDS_DATA.pdf
10.1186/s40064-016-2168-7,CAN_C645DBE6AE7D582B6A77,Development of the safety control framework for shield tunneling in close proximity to the operational subway tunnels: case studies in mainland China.,europe_pmc,journal_article,TIER_B,1.4,5.9.2;5.9;2.4;1.4.1,0.3871,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2016_Development_of_the_safety_control_framework_for_shield_tunneling_in_close_proximity_to_the_2.pdf
10.12989/gae.2016.11.4.471,CAN_C51B05E4E2C59589BC2C,Stability assessment of tunnel face in a layered soil using upper bound theorem of limit analysis,openalex,journal_article,TIER_B,5.9,1.4;5.9.2;5.7.1;5.4.1,0.378,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2016_Stability_assessment_of_tunnel_face_in_a_layered_soil_using_upper_bound_theorem_of_limit_a.pdf
10.1016/j.istruc.2015.02.001,CAN_0D34D62EC2B152D6C86E,Blast Response of Segmented Bored Tunnel using Coupled SPH–FE Method,openalex,journal_article,TIER_B,2.2,1.4;2.4;2.4.1;2.4.1.1,0.3757,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2015_Blast_Response_of_Segmented_Bored_Tunnel_using_Coupled_SPH–FE_Method_2.pdf
10.9711/ktaj.2015.17.6.653,CAN_EF710F8CE8A9F40D773C,A study on the treatment of external water pressure for the water pressure tunnel at the structural analysis of concrete lining,openalex,journal_article,TIER_B,2.4,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2015_A_study_on_the_treatment_of_external_water_pressure_for_the_water_pressure_tunnel_at_the_s.pdf
10.9711/ktaj.2014.16.1.001,CAN_F1B133C51E7CCBA585E6,A study on the estimation of the optimal number of monitoring points in single-track tunnel lining with the inverse analysis program,crossref,journal_article,TIER_B,1.4,2.4;5.7.1;5.9.2;5.9,0.3847,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2014_A_study_on_the_estimation_of_the_optimal_number_of_monitoring_points_in_single-track_tunne_2.pdf
10.11112/jksmi.2014.18.5.116,CAN_A0BD487D0B78757F5FDD,Research of Early-age Strength Development Technology for Remove the Steel Form of Large-wide Tunnel Lining Concrete,crossref,journal_article,TIER_B,1.4,5.9.2;5.9;2.4;5.4.1,0.3772,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2014_Research_of_Early-age_Strength_Development_Technology_for_Remove_the_Steel_Form_of_Large-w_2.pdf
10.3844/ajeassp.2012.198.204,CAN_ED1F37D9355DEEEC74D3,DEVELOPMENT OF INSPECTION SYSTEM FOR CORROSION CRACK IN R.C. FOR SECOND TUNNEL LINING BY USING KNOWLEDGE-BASED SYSTEM,crossref,journal_article,TIER_B,5.4.1,,0.82,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2012_DEVELOPMENT_OF_INSPECTION_SYSTEM_FOR_CORROSION_CRACK_IN_R.C._FOR_SECOND_TUNNEL_LINING_BY_U_2.pdf
