document_id,field,current_value,deterministic_suggestion,llm_suggestion,selected_candidate,evidence,confidence,agreement_status,adjudication_status,adjudication_reason,review_priority,source_sha256
DOC000045,authority_level,,unclassified,unclassified,,"Karayolları Genel Müdürlüğünün bu konuyla ilgili iki çalışması mevcuttur. Referans alınabilecek bu iki çalışmadan biri, 'Tünel İşletme Ve Bakımı Hakkında Yönetmelik Tasarısı', diğeri ise 'Tünellerin Asgari Güvenlik Gereksinimlerine İlişkin Proje Kriterlerinin Belirlenmesi İle İlgili Komisyon Raporu'dur. [authority_B_evidence_class_mismatch]",low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,5d524bf61343305c4f9c1a8fda2248659201b7fa0304f2a8c00b0c9559d8dbc4
DOC000048,organization,,,Karayolları Genel Müdürlüğü,,KARAYOLLARI GENEL MÜDÜRLÜĞÜ BAKIM DAİRESİ BAŞKANLIĞI TÜNEL BAKIM İŞLETME ŞUBESİ MÜDÜRLÜĞÜ 2009 [evidence_not_grounded_in_context],low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,a23b1e815eedc4a3c978b6a03a734d9c2099b428df2ead2d9d622db8f5d4ebdd
DOC000048,year,,,2009,,KARAYOLLARI GENEL MÜDÜRLÜĞÜ BAKIM DAİRESİ BAŞKANLIĞI TÜNEL BAKIM İŞLETME ŞUBESİ MÜDÜRLÜĞÜ 2009 [evidence_not_grounded_in_context],low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,a23b1e815eedc4a3c978b6a03a734d9c2099b428df2ead2d9d622db8f5d4ebdd
DOC000048,authority_level,,unclassified,unclassified,,KARAYOLLARI GENEL MÜDÜRLÜĞÜ BAKIM DAİRESİ BAŞKANLIĞI TÜNEL BAKIM İŞLETME ŞUBESİ MÜDÜRLÜĞÜ 2009 [evidence_not_grounded_in_context] [authority_A_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,a23b1e815eedc4a3c978b6a03a734d9c2099b428df2ead2d9d622db8f5d4ebdd
DOC000049,authority_level,,unclassified,unclassified,,ULAŞTIRMA DENİZCİLİK VE HABERLEŞME BAKANLIĞI Karayolları Genel Müdürlüğü [authority_A_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,5c229054fb8f53a306c097f128ec7004fbaf7d1a52bad4f5bc778f5e91888b54
DOC000051,organization,,,KGM,,Tünel Haritası 2024_KGMWEB,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,164a2494261086dbb9d2446b8ab4a1141ead7783629ac7d21915fdd57d7bcf11
DOC000051,document_type,unknown,unknown,inventory,,Tünel Haritası 2024_KGMWEB,medium,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,164a2494261086dbb9d2446b8ab4a1141ead7783629ac7d21915fdd57d7bcf11
DOC000051,authority_level,,unclassified,unclassified,,not_requested,high,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,164a2494261086dbb9d2446b8ab4a1141ead7783629ac7d21915fdd57d7bcf11
DOC000054,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,c5b8b61e1d07edae30e7d35e3dc56cce68fc7b53c297f49f3284d708bb25ab9b
DOC000054,year,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,c5b8b61e1d07edae30e7d35e3dc56cce68fc7b53c297f49f3284d708bb25ab9b
DOC000054,language,,unknown,mixed,,# Enjeksiyon Foto2,high,llm_only,human_review_required,field_specific_language_identity_or_publication_check_required,P2,c5b8b61e1d07edae30e7d35e3dc56cce68fc7b53c297f49f3284d708bb25ab9b
DOC000054,document_type,unknown,unknown,other,,Kaynak arşiv görseli: Enjeksiyon Foto2.,high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,c5b8b61e1d07edae30e7d35e3dc56cce68fc7b53c297f49f3284d708bb25ab9b
DOC000054,authority_level,,unclassified,unclassified,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,c5b8b61e1d07edae30e7d35e3dc56cce68fc7b53c297f49f3284d708bb25ab9b
DOC000055,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,3b434b03f09745ed6d9cbad38c6e4003304f4e1377b5b93cb9fde5d0885bab35
DOC000055,year,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,3b434b03f09745ed6d9cbad38c6e4003304f4e1377b5b93cb9fde5d0885bab35
DOC000055,language,,unknown,unknown,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,3b434b03f09745ed6d9cbad38c6e4003304f4e1377b5b93cb9fde5d0885bab35
DOC000055,document_type,unknown,unknown,unknown,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,3b434b03f09745ed6d9cbad38c6e4003304f4e1377b5b93cb9fde5d0885bab35
DOC000055,authority_level,,unclassified,unclassified,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,3b434b03f09745ed6d9cbad38c6e4003304f4e1377b5b93cb9fde5d0885bab35
DOC000056,organization,,,,,not_requested,low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,8e2601e33aad2c570d8dc5a4467a48a5dc5a6ee6c8e75bdc132f9820a57e3629
DOC000056,year,,,,,not_requested,low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,8e2601e33aad2c570d8dc5a4467a48a5dc5a6ee6c8e75bdc132f9820a57e3629
DOC000056,language,,unknown,mixed,,Enjeksiyon Fotoları,medium,llm_only,human_review_required,field_specific_language_identity_or_publication_check_required,P2,8e2601e33aad2c570d8dc5a4467a48a5dc5a6ee6c8e75bdc132f9820a57e3629
DOC000056,document_type,unknown,unknown,other,,not_requested,medium,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,8e2601e33aad2c570d8dc5a4467a48a5dc5a6ee6c8e75bdc132f9820a57e3629
DOC000056,authority_level,,unclassified,unclassified,,not_requested,medium,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,8e2601e33aad2c570d8dc5a4467a48a5dc5a6ee6c8e75bdc132f9820a57e3629
DOC000057,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,c77a14960e997ca95740010fef35aba2ec824861a306004633b190bc4d42d408
DOC000057,year,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,c77a14960e997ca95740010fef35aba2ec824861a306004633b190bc4d42d408
DOC000057,language,,unknown,mixed,,InvertBetonUygulaması,medium,llm_only,human_review_required,field_specific_language_identity_or_publication_check_required,P2,c77a14960e997ca95740010fef35aba2ec824861a306004633b190bc4d42d408
DOC000057,document_type,unknown,unknown,other,,Konservatif görsel açıklaması,medium,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,c77a14960e997ca95740010fef35aba2ec824861a306004633b190bc4d42d408
DOC000057,authority_level,,unclassified,unclassified,,Konservatif görsel açıklaması,medium,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,c77a14960e997ca95740010fef35aba2ec824861a306004633b190bc4d42d408
DOC000057,topics,,,construction_management,,InvertBetonUygulaması,low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,c77a14960e997ca95740010fef35aba2ec824861a306004633b190bc4d42d408
DOC000061,year,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,8f9bd4acad19365a616857fd4684f9f8bc1011942061c1cd86fe5be40989a07f
DOC000061,document_type,unknown,unknown,other,,Kullanılan Kaynaklar.docx [evidence_not_grounded_in_context],low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,8f9bd4acad19365a616857fd4684f9f8bc1011942061c1cd86fe5be40989a07f
DOC000061,authority_level,,C,C,C,KGM Tünel Kontrol Mühendisi Geliştirme Kursu,high,deterministic_llm_agree,auto_safe_candidate,deterministic_llm_agreement,NONBLOCKING,8f9bd4acad19365a616857fd4684f9f8bc1011942061c1cd86fe5be40989a07f
DOC000063,year,,,2022,2022,Resmî Gazete'de yayımlanan... 2022/06/18-8-1.pdf,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,19bb2d542f7e1f0a684f70c248797a21a306d50fbf9d86246ef70b47ac60e38d
DOC000063,document_type,unknown,unknown,regulation,regulation,TEHLİKELİ MADDELERİN KARAYOLUYLA TAŞINMASI HAKKINDA YÖNETMELİK,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,19bb2d542f7e1f0a684f70c248797a21a306d50fbf9d86246ef70b47ac60e38d
DOC000063,authority_level,,unclassified,A,,Resmî Gazete'de yayımlanan... 2022/06/18-8-1.pdf,high,llm_only,human_review_required,field_specific_authority_level_identity_or_publication_check_required,P1,19bb2d542f7e1f0a684f70c248797a21a306d50fbf9d86246ef70b47ac60e38d
DOC000066,organization,,,Yol Yapım Dairesi Başkanlığı,,Yol Yapım Şubesi Müdürlüğü Yol Yapım Dairesi Başkanlığı Tünel Kontrol Mühendisi Geliştirme Kursu,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,33e54b02175c174a99a7739012e0a70101e516836394186566041b705643cce9
DOC000066,authority_level,,C,C,C,Tünel Kontrol Mühendisi Geliştirme Kursu,high,deterministic_llm_agree,auto_safe_candidate,deterministic_llm_agreement,NONBLOCKING,33e54b02175c174a99a7739012e0a70101e516836394186566041b705643cce9
DOC000067,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,21c81a85613e82c6b1ebeafd9f847e087b0cdc032c8db3933fa8d9438a7f564c
DOC000067,authority_level,,C,C,C,Tünel Kontrol Mühendisi Geliştirme Kursu,high,deterministic_llm_agree,auto_safe_candidate,deterministic_llm_agreement,NONBLOCKING,21c81a85613e82c6b1ebeafd9f847e087b0cdc032c8db3933fa8d9438a7f564c
DOC000068,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,5f811a624baec87de732a24e235f5f0887f21a17fc42320a7002c14235e319aa
DOC000068,authority_level,,C,unclassified,,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,5f811a624baec87de732a24e235f5f0887f21a17fc42320a7002c14235e319aa
DOC000069,organization,,,19 Mayıs Üniversitesi,,19 MayısUniversitesi14. hafta (2020-2021).docx [evidence_not_grounded_in_context],low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,43e15adde21fcb6bd4b3b48cb6332a31428312d3c406f330ad4fbaa63aecdcfa
DOC000069,year,,,2020,,(2020-2021) [evidence_not_grounded_in_context],low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,43e15adde21fcb6bd4b3b48cb6332a31428312d3c406f330ad4fbaa63aecdcfa
DOC000069,document_type,unknown,unknown,presentation,,Sunular için Prof. Dr. Hakan ERSOY’a teşekkür ederim,high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,43e15adde21fcb6bd4b3b48cb6332a31428312d3c406f330ad4fbaa63aecdcfa
DOC000069,authority_level,,unclassified,unclassified,,Sunular için Prof. Dr. Hakan ERSOY’a teşekkür ederim [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,43e15adde21fcb6bd4b3b48cb6332a31428312d3c406f330ad4fbaa63aecdcfa
DOC000070,authority_level,,B,unclassified,,"***Araştırma Makalesi / Research Article*** Ordu Üniv. Bil. Tek. Derg., 2017; 7(2): 275-288 [authority_B_evidence_class_mismatch]",low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,79b4e713b47ad813559ebeb269d37ed5ea60f56a1308da05d3610a2ed5578cc6
DOC000071,organization,,,İSTANBUL ÜNİVERSİTESİ FEN BİLİMLERİ ENSTİTÜSÜ,İSTANBUL ÜNİVERSİTESİ FEN BİLİMLERİ ENSTİTÜSÜ,**İSTANBUL ÜNİVERSİTESİ FEN BİLİMLERİ ENSTİTÜSÜ**,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,cf2fad9c374cff80978324d92e88dd00d6cd4bcb5fd229df8973cfe565b1a477
DOC000071,year,,,2002,,**Ocak 2002**,high,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,cf2fad9c374cff80978324d92e88dd00d6cd4bcb5fd229df8973cfe565b1a477
DOC000072,organization,,,Karadeniz Teknik Üniversitesi,Karadeniz Teknik Üniversitesi,KARADENİZ TEKNİK ÜNİVERSİTESİ FEN BİLİMLERİ ENSTİTÜSÜ,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,d8c47fd59b8c006c036f09be83fed7ee7fd3654016e8a6543caf32addd182c26
DOC000073,year,,,2013,,**TÜRKİYE TÜNELCİLİK SEMİNERİ 13 HAZİRAN 2013**,high,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,9fea1e259f10c9d371f0762816d9b80216f58e29841b79b2ca26aa9312ec177c
DOC000073,document_type,unknown,unknown,presentation,presentation,**SUNUM ADI**,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,9fea1e259f10c9d371f0762816d9b80216f58e29841b79b2ca26aa9312ec177c
DOC000074,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,2acb6a1bea35571728e776f6c3a4449eb9abd9d79a34f3111e700a216eb6a2ea
DOC000074,year,,,2012,,ANKARA 2012,high,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,2acb6a1bea35571728e776f6c3a4449eb9abd9d79a34f3111e700a216eb6a2ea
DOC000074,document_type,unknown,unknown,academic_article,,Emine ERTEKİN YARDIMCI Jeoloji Y. Mühendisi,high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,2acb6a1bea35571728e776f6c3a4449eb9abd9d79a34f3111e700a216eb6a2ea
DOC000074,authority_level,,unclassified,unclassified,,Emine ERTEKİN YARDIMCI Jeoloji Y. Mühendisi [authority_B_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,2acb6a1bea35571728e776f6c3a4449eb9abd9d79a34f3111e700a216eb6a2ea
DOC000076,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,b011796d9570a6e89619e5176adf7f8d004df3eb94e103b48b7894b0b6622d59
DOC000076,document_type,unknown,unknown,manual,,"KGM Tünel Kontrol Mühendisi Geliştirme Kursu,2020",medium,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,b011796d9570a6e89619e5176adf7f8d004df3eb94e103b48b7894b0b6622d59
DOC000076,authority_level,,unclassified,C,,"KGM Tünel Kontrol Mühendisi Geliştirme Kursu,2020",medium,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,b011796d9570a6e89619e5176adf7f8d004df3eb94e103b48b7894b0b6622d59
DOC000086,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,987a2de49a6cbf23c05430b46d14cb447f03f6381e0521749f784d7b3b50f43d
DOC000086,year,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,987a2de49a6cbf23c05430b46d14cb447f03f6381e0521749f784d7b3b50f43d
DOC000086,authority_level,,B,unclassified,,Kaynaklar.docx [evidence_not_grounded_in_context] [authority_B_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,987a2de49a6cbf23c05430b46d14cb447f03f6381e0521749f784d7b3b50f43d
DOC000096,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,3ed9bee7ff5641991a958ac44cb7e0b42c95e23e358a6205add844fa49440bf3
DOC000096,year,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,3ed9bee7ff5641991a958ac44cb7e0b42c95e23e358a6205add844fa49440bf3
DOC000096,document_type,unknown,unknown,regulation,,Tünel işlerinin uygunluğu; ... ilgili Türk ve/veya Avrupa Birliği standartları ile getirilecek tedbirler çerçevesinde değerlendirilecektir.,medium,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,3ed9bee7ff5641991a958ac44cb7e0b42c95e23e358a6205add844fa49440bf3
DOC000096,authority_level,,unclassified,unclassified,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,3ed9bee7ff5641991a958ac44cb7e0b42c95e23e358a6205add844fa49440bf3
DOC000098,organization,,,Harran Üniversitesi,Harran Üniversitesi,**T.C.** **HARRAN ÜNİVERSİTESİ FEN BİLİMLERİ ENSTİTÜSÜ**,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,9fdf7f646f22681990358b84be08bc9563ec2f2c769dd01ecad875f511e3acdc
DOC000098,year,,,2020,,"**Yıl: 2020, Sayfa: 89**",high,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,9fdf7f646f22681990358b84be08bc9563ec2f2c769dd01ecad875f511e3acdc
DOC000099,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,f63fb62709dcfc717cf051c3e33d349a5ec74aca3cdd35aac5cf6534170f02e3
DOC000099,year,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,f63fb62709dcfc717cf051c3e33d349a5ec74aca3cdd35aac5cf6534170f02e3
DOC000099,document_type,unknown,unknown,conference_paper,,"Bildiride kullan1lan ana yöntemler kısaca aç1klan1p, bunların yararları ve sakıncaları elirtiliyor.",high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,f63fb62709dcfc717cf051c3e33d349a5ec74aca3cdd35aac5cf6534170f02e3
DOC000099,authority_level,,unclassified,unclassified,,"Bildiride kullan1lan ana yöntemler kısaca aç1klan1p, bunların yararları ve sakıncaları elirtiliyor. [authority_B_evidence_class_mismatch]",low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,f63fb62709dcfc717cf051c3e33d349a5ec74aca3cdd35aac5cf6534170f02e3
DOC000100,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,ef8bfe928d0936ae50fc6b2a3f1bb13690b5775b658934cbb9102857ccc4f76d
DOC000100,year,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,ef8bfe928d0936ae50fc6b2a3f1bb13690b5775b658934cbb9102857ccc4f76d
DOC000100,document_type,unknown,unknown,conference_paper,,"12th Annual Conference and Annual General Meeting, Conference Proceedings",high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,ef8bfe928d0936ae50fc6b2a3f1bb13690b5775b658934cbb9102857ccc4f76d
DOC000100,authority_level,,unclassified,unclassified,,academic article with authors from universities and conference proceedings [evidence_not_grounded_in_context] [authority_B_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,ef8bfe928d0936ae50fc6b2a3f1bb13690b5775b658934cbb9102857ccc4f76d
DOC000102,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,64d76911a70ea5f6678bfb74bb1e5ea58b4d2f0ea74b6fa7761301cfc347e65c
DOC000102,year,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,64d76911a70ea5f6678bfb74bb1e5ea58b4d2f0ea74b6fa7761301cfc347e65c
DOC000102,document_type,unknown,unknown,academic_article,,"Headings and excerpts indicate a university course/module ('Konu 13', 'Bölüm 40' reference) with academic structure and references to specific tunnel case studies (Seikan, Hong Kong, Channel Tunnel). [evidence_not_grounded_in_context]",low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,64d76911a70ea5f6678bfb74bb1e5ea58b4d2f0ea74b6fa7761301cfc347e65c
DOC000102,authority_level,,unclassified,unclassified,,"Headings and excerpts indicate a university course/module ('Konu 13', 'Bölüm 40' reference) with academic structure and references to specific tunnel case studies (Seikan, Hong Kong, Channel Tunnel). [evidence_not_grounded_in_context] [authority_B_evidence_class_mismatch]",low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,64d76911a70ea5f6678bfb74bb1e5ea58b4d2f0ea74b6fa7761301cfc347e65c
DOC000103,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,2c1b6a55522b0773cf9f110ca0d29ce8248640c1c42ad5df0701309c576f28d4
DOC000103,year,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,2c1b6a55522b0773cf9f110ca0d29ce8248640c1c42ad5df0701309c576f28d4
DOC000103,document_type,unknown,unknown,technical_specification,,NATM TÜNEL YAPIMI,medium,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,2c1b6a55522b0773cf9f110ca0d29ce8248640c1c42ad5df0701309c576f28d4
DOC000103,authority_level,,unclassified,unclassified,,NATM TÜNEL YAPIMI [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,2c1b6a55522b0773cf9f110ca0d29ce8248640c1c42ad5df0701309c576f28d4
DOC000105,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,f48254965129c3bb94a9b5d193695f32d4b20c5605ff1415885a7e6d636aeb23
DOC000105,year,,,2009,,"*Madencilik, Cilt 48, Sayı 2, Sayfa 21-34, Haziran 2009*",high,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,f48254965129c3bb94a9b5d193695f32d4b20c5605ff1415885a7e6d636aeb23
DOC000105,document_type,unknown,unknown,academic_article,,"*Madencilik, Cilt 48, Sayı 2, Sayfa 21-34, Haziran 2009*",high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,f48254965129c3bb94a9b5d193695f32d4b20c5605ff1415885a7e6d636aeb23
DOC000105,authority_level,,unclassified,unclassified,,"*Madencilik, Cilt 48, Sayı 2, Sayfa 21-34, Haziran 2009* [authority_B_evidence_class_mismatch]",low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,f48254965129c3bb94a9b5d193695f32d4b20c5605ff1415885a7e6d636aeb23
DOC000110,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,521709d743a3d0399b5025fc7cc9eb9bc383852908cc125951b52d56a9c53a6d
DOC000110,document_type,unknown,unknown,academic_article,,**DEVELOPMENT AND BACKGROUND OF NATM** **Wulf Schubert** **Graz University of Technology**,medium,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,521709d743a3d0399b5025fc7cc9eb9bc383852908cc125951b52d56a9c53a6d
DOC000110,authority_level,,unclassified,B,,**DEVELOPMENT AND BACKGROUND OF NATM** **Wulf Schubert** **Graz University of Technology**,high,llm_only,human_review_required,field_specific_authority_level_identity_or_publication_check_required,P1,521709d743a3d0399b5025fc7cc9eb9bc383852908cc125951b52d56a9c53a6d
DOC000111,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,d539e7f4fef25d72a22d97fc66e00deeea3f2d9e27bb78a960c0ce771f6d0049
DOC000111,document_type,unknown,unknown,presentation,,**Investigation strategies on the example of the** **Semmering Base Tunnel** **Alfred Fasching** <!-- image --> <!-- image --> ### Project overview Semmering Base Tunnel,medium,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,d539e7f4fef25d72a22d97fc66e00deeea3f2d9e27bb78a960c0ce771f6d0049
DOC000111,authority_level,,unclassified,unclassified,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,d539e7f4fef25d72a22d97fc66e00deeea3f2d9e27bb78a960c0ce771f6d0049
DOC000112,organization,,,IGT Geotechnik und Tunnelbau ZT GmbH,,**IGT Geotechnik und Tunnelbau ZT GmbH**,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,c80abb102d8727116ae25084f339792007817a95002d49e2b4b854d56f04a4d3
DOC000113,organization,,,Graz University of Technology,Graz University of Technology,Graz University of Technology,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,3f316c2ed7f26aedcf68027feac77514ab52a7eb7af7b0ab1f2fb2fc1674174e
DOC000113,document_type,unknown,unknown,conference_proceedings,,"Austrian Tunnelling Seminar Ankara, March 31 & April 1 , 2015",high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,3f316c2ed7f26aedcf68027feac77514ab52a7eb7af7b0ab1f2fb2fc1674174e
DOC000113,authority_level,,unclassified,unclassified,,Graz University of Technology [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,3f316c2ed7f26aedcf68027feac77514ab52a7eb7af7b0ab1f2fb2fc1674174e
DOC000114,organization,,,IGT Geotechnik und Tunnelbau ZT GmbH,,**IGT Geotechnik und Tunnelbau ZT GmbH**,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,7fd4b4c8c846d5e6aae2acc8cecd0dc03273e7182ae53a6f4ebf8de4b5d346be
DOC000114,document_type,unknown,unknown,conference_proceedings,,"Austrian Tunnelling Symposium Austria, March 31st & April 1st, 2015",high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,7fd4b4c8c846d5e6aae2acc8cecd0dc03273e7182ae53a6f4ebf8de4b5d346be
DOC000114,authority_level,,unclassified,unclassified,,**IGT Geotechnik und Tunnelbau ZT GmbH** [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,7fd4b4c8c846d5e6aae2acc8cecd0dc03273e7182ae53a6f4ebf8de4b5d346be
DOC000115,organization,,,OBB – Austrian Federal Railways,,**Hanns Wagner** OBB – Austrian Federal Railways,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,97708590548f2234ac69cfb394e550635427de10767b45e06c79914fce3f7ca4
DOC000115,document_type,unknown,unknown,conference_paper,,"Austrian Tunnelling Seminar Ankara, March 31st &amp; April 1st, 2015",high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,97708590548f2234ac69cfb394e550635427de10767b45e06c79914fce3f7ca4
DOC000115,authority_level,,C,C,C,"Austrian Tunnelling Seminar Ankara, March 31st &amp; April 1st, 2015",high,deterministic_llm_agree,auto_safe_candidate,deterministic_llm_agreement,NONBLOCKING,97708590548f2234ac69cfb394e550635427de10767b45e06c79914fce3f7ca4
