document_id,source_relative_path,source_filename,source_extension,source_sha256,selected_variant,authority_level_current,authority_level_suggested,authority_evidence,authority_confidence,document_type_current,document_type_suggested,document_type_evidence,document_type_confidence,language_current,language_suggested,language_confidence,year_current,year_suggested,year_evidence,year_confidence,topics_current,topics_suggested,topics_evidence,topics_confidence,organization_suggested,title_suggested,citation_mode,citation_sidecar,original_page_provenance_available,requires_human_review,review_status
DOC000073,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/SinaKiziroglu.docx,SinaKiziroglu.docx,.docx,9fea1e259f10c9d371f0762816d9b80216f58e29841b79b2ca26aa9312ec177c,full_docling,A,A,Mevcut canonical metadata authority_level=A,high,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,tr,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,excavation|portal,accident|cost|excavation|forepoling|geology|geotechnical_investigation|portal|regulation|risk|safety|shotcrete|steel_mesh|steel_rib,geotechnical_investigation:geoteknik; geology:jeoloji; excavation:kazı; shotcrete:püskürtme beton; steel_mesh:çelik hasır; steel_rib:çelik iksa; forepoling:süren; portal:portal; risk:risk; safety:güvenlik; regulation:yönetmelik; cost:maliyet,high,Karayolları Genel Müdürlüğü (KGM),SinaKiziroglu,document_section,data/temp/full_docling_chunks/DOC000073/0001.docling.json,false,true,pending
DOC000074,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.docx,TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.docx,.docx,2acb6a1bea35571728e776f6c3a4449eb9abd9d79a34f3111e700a216eb6a2ea,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,accident|blasting|cost|excavation|geology|geotechnical_investigation|maintenance|natm|support_systems|tbm,natm:natm; tbm:tbm; geotechnical_investigation:geoteknik; geology:jeoloji; excavation:kazı; blasting:patlatma; support_systems:destek sistem; maintenance:bakım; cost:maliyet; accident:kaza; tunnel_general:tünel,high,,TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI,document_section,data/temp/full_docling_chunks/DOC000074/0001.docling.json,false,true,pending
DOC000075,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Tünel Eğitim Kitabı 8 EYLÜL 2016.docx,Tünel Eğitim Kitabı 8 EYLÜL 2016.docx,.docx,1fb6b71a35f819248daf881974423edfaa28cfc580283528ee1be885a439fd2e,full_docling,C,C,Mevcut canonical metadata authority_level=C,high,training_material,training_material,Mevcut canonical metadata document_type=training_material,high,tr,tr,high,2016,2016,Mevcut canonical metadata yılı: 2016,high,,cost|fire_safety|history|instrumentation|inventory|maintenance|operations|regulation|standards|traffic|ventilation,instrumentation:enstrüman; fire_safety:yangın; ventilation:havalandırma; traffic:trafik; operations:işletme; maintenance:bakım; regulation:yönetmelik; standards:standart; cost:maliyet; history:tarihçe; inventory:envanter; tunnel_general:tünel,high,Karayolları Genel Müdürlüğü (KGM),Tünel Eğitim Kitabı 8 EYLÜL 2016,document_section,data/temp/full_docling_chunks/DOC000075/0001.docling.json,false,false,not_required
DOC000076,Mehmet/Kitap 2.Bolum/Tuneller Bolum2_9_7_2025.docx,Tuneller Bolum2_9_7_2025.docx,.docx,b011796d9570a6e89619e5176adf7f8d004df3eb94e103b48b7894b0b6622d59,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,tr,high,2025,2025,Mevcut canonical metadata yılı: 2025,high,,accident|drainage|excavation|forepoling|injection|maintenance|natm|rock_bolt|shotcrete|steel_rib|waterproofing,natm:natm; excavation:kazı; shotcrete:püskürtme beton; steel_rib:çelik iksa; rock_bolt:kaya bulonu; forepoling:süren; injection:enjeksiyon; drainage:drenaj; waterproofing:su yalıt; maintenance:bakım; accident:kaza; tunnel_general:tünel,high,,Tuneller Bolum2_9_7_2025,document_section,data/temp/full_docling_chunks/DOC000076/0001.docling.json,false,true,pending
DOC000086,Mehmet/Literatur/Kaynaklar.docx,Kaynaklar.docx,.docx,987a2de49a6cbf23c05430b46d14cb447f03f6381e0521749f784d7b3b50f43d,baseline,,B,Akademik yayın türü sinyali: thesis,medium,unknown,thesis,İlk içerik bölümünde yayın türü sinyali: yüksek lisans tezi,high,,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,cost|portal|support_systems|tbm,tbm:tbm; support_systems:destek sistem; portal:portal; cost:maliyet; tunnel_general:tünel,high,,Kaynaklar,document_section,,false,true,pending
DOC000087,Mehmet/Literatur/KGM_Teknik_Sartnamesi_2013.pdf,KGM_Teknik_Sartnamesi_2013.pdf,.pdf,312befcda2ff316b72796d77bba3c92b68eb6300ac8717eb2953c034fb65afd4,full_docling,,A,Resmî kurum + authoritative belge türü: kgm; technical_specification,high,unknown,technical_specification,Dosya yolu/başlık/ilk heading sinyali: teknik şartname,high,,tr,high,2013,2013,Mevcut canonical metadata yılı: 2013,high,,accident|geology|inventory|maintenance|monitoring|operations|regulation|rock_mechanics|standards|traffic,geology:jeoloji; rock_mechanics:kaya mekani; monitoring:izleme; traffic:trafik; operations:işletme; maintenance:bakım; regulation:mevzuat; standards:standart; accident:kaza; inventory:envanter; tunnel_general:tünel,high,Karayolları Genel Müdürlüğü (KGM),KGM_Teknik_Sartnamesi_2013,pdf_page,data/temp/full_docling_chunks/DOC000087/0001.docling.json|data/temp/full_docling_chunks/DOC000087/0005.docling.json|data/temp/full_docling_chunks/DOC000087/0006.docling.json|data/temp/full_docling_chunks/DOC000087/0007.docling.json|data/temp/full_docling_chunks/DOC000087/0008.docling.json|data/temp/full_docling_chunks/DOC000087/0009.docling.json|data/temp/full_docling_chunks/DOC000087/0010.docling.json|data/temp/full_docling_chunks/DOC000087/0011.docling.json|data/temp/full_docling_chunks/DOC000087/0002.docling.json|data/temp/full_docling_chunks/DOC000087/0012.docling.json|data/temp/full_docling_chunks/DOC000087/0013.docling.json|data/temp/full_docling_chunks/DOC000087/0014.docling.json|data/temp/full_docling_chunks/DOC000087/0015.docling.json|data/temp/full_docling_chunks/DOC000087/0016.docling.json|data/temp/full_docling_chunks/DOC000087/0017.docling.json|data/temp/full_docling_chunks/DOC000087/0018.docling.json|data/temp/full_docling_chunks/DOC000087/0003.docling.json|data/temp/full_docling_chunks/DOC000087/0004.docling.json,true,false,not_required
DOC000096,Mehmet/Literatur/Wordler/CevreSehircilik_tunel-isler--20230202145300.docx,CevreSehircilik_tunel-isler--20230202145300.docx,.docx,3ed9bee7ff5641991a958ac44cb7e0b42c95e23e358a6205add844fa49440bf3,baseline,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,tr,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,accident|blasting|collapse|drainage|excavation|geology|injection|maintenance|operations|safety|shotcrete|standards|unit_price|ventilation,geology:jeoloji; excavation:kazı; blasting:patlatma; shotcrete:püskürtme beton; injection:enjeksiyon; drainage:drenaj; safety:güvenlik; ventilation:havalandırma; operations:işletme; maintenance:bakım; standards:standart; unit_price:birim fiyat,high,,CevreSehircilik_tunel-isler--20230202145300,document_section,,false,true,pending
DOC000098,Mehmet/Literatur/Wordler/Harran Uni_Yüksek Lisans Tezi.docx,Harran Uni_Yüksek Lisans Tezi.docx,.docx,9fdf7f646f22681990358b84be08bc9563ec2f2c769dd01ecad875f511e3acdc,full_docling,B,B,Mevcut canonical metadata authority_level=B,high,thesis,thesis,Mevcut canonical metadata document_type=thesis,high,,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,excavation|forepoling|geology|geotechnical_investigation|jet_grouting|natm|rock_bolt|shotcrete|support_systems,natm:natm; geotechnical_investigation:geoteknik; geology:jeoloji; excavation:kazı; shotcrete:püskürtme beton; rock_bolt:kaya bulonu; forepoling:süren; support_systems:tahkimat; jet_grouting:jet grout; tunnel_general:tünel,high,,Harran Uni_Yüksek Lisans Tezi,document_section,data/temp/full_docling_chunks/DOC000098/0001.docling.json,false,true,pending
DOC000099,Mehmet/Literatur/Wordler/IMO_12782.docx,IMO_12782.docx,.docx,f63fb62709dcfc717cf051c3e33d349a5ec74aca3cdd35aac5cf6534170f02e3,baseline,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,accident|blasting|collapse|drainage|excavation|final_lining|geology|geotechnical_investigation|maintenance|natm|operations|shotcrete|steel_rib|traffic,natm:natm; geotechnical_investigation:geoteknik; geology:jeoloji; excavation:kazı; blasting:patlatma; shotcrete:püskürtme beton; steel_rib:çelik iksa; drainage:drenaj; final_lining:nihai kaplama; traffic:trafik; operations:işletme; maintenance:bakım,high,,IMO_12782,document_section,,false,true,pending
DOC000100,Mehmet/Literatur/Wordler/IMO_TBM Maliyet_18238_29_19.docx,IMO_TBM Maliyet_18238_29_19.docx,.docx,ef8bfe928d0936ae50fc6b2a3f1bb13690b5775b658934cbb9102857ccc4f76d,baseline,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,tr,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,cost,case_study|cost|tbm,tbm:tbm; cost:maliyet; case_study:vaka; tunnel_general:tünel,high,,IMO_TBM Maliyet_18238_29_19,document_section,,false,true,pending
DOC000102,Mehmet/Literatur/Wordler/KayaTunelleri_AnkUni_Konu13.docx,KayaTunelleri_AnkUni_Konu13.docx,.docx,64d76911a70ea5f6678bfb74bb1e5ea58b4d2f0ea74b6fa7761301cfc347e65c,baseline,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,tr,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,TBM|drill_and_blast|excavation|support_systems|shotcrete,accident|blasting|cost|drainage|excavation|forepoling|geotechnical_investigation|ground_improvement|injection|karst|monitoring|natm|safety|shotcrete|steel_mesh|support_systems|tbm|water,natm:natm; tbm:tbm; geotechnical_investigation:sondaj; excavation:kazı; blasting:patlatma; shotcrete:püskürtme beton; steel_mesh:çelik hasır; forepoling:süren; support_systems:destek sistem; ground_improvement:zemin iyileşt; injection:enjeksiyon; karst:karst,high,,KayaTunelleri_AnkUni_Konu13,document_section,,false,true,pending
DOC000103,Mehmet/Literatur/Wordler/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.docx,KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.docx,.docx,2c1b6a55522b0773cf9f110ca0d29ce8248640c1c42ad5df0701309c576f28d4,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,tr,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,NATM|excavation|shotcrete|steel_rib|forepoling,excavation|forepoling|geology|geotechnical_investigation|injection|jet_grouting|maintenance|monitoring|natm|portal|shotcrete|steel_mesh|steel_rib|support_systems|ventilation,natm:natm; geotechnical_investigation:geoteknik; geology:jeoloji; excavation:kazı; shotcrete:püskürtme beton; steel_mesh:çelik hasır; steel_rib:çelik iksa; forepoling:süren; support_systems:tahkimat; jet_grouting:jet grout; injection:enjeksiyon; portal:portal,high,,KPT(KaynarcaPendikTuzla) Metrosu_24220221180893,document_section,data/temp/full_docling_chunks/DOC000103/0001.docling.json,false,true,pending
DOC000105,Mehmet/Literatur/Wordler/Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.docx,Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.docx,.docx,f48254965129c3bb94a9b5d193695f32d4b20c5605ff1415885a7e6d636aeb23,baseline,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,tr,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,NATM,blasting|excavation|final_lining|forepoling|natm|shotcrete|standards|support_systems|tbm,natm:natm; tbm:tbm; excavation:kazı; blasting:patlatma; shotcrete:püskürtme beton; forepoling:süren; support_systems:tahkimat; final_lining:nihai kaplama; standards:standard; tunnel_general:tünel,high,,Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek,document_section,,false,true,pending
DOC000109,Mehmet/Literatur/Wordler/YTMK/2015/00_Program.docx,00_Program.docx,.docx,6b036c17db5b563f6c683a8ad5da96e2fa08be79bbaf163ee710317e94521a49,baseline,C,C,Mevcut canonical metadata authority_level=C,high,training_material,training_material,Mevcut canonical metadata document_type=training_material,high,tr,tr,high,,2015,Dosya yolu/başlıkta açık yıl: 2015,high,,case_study|contracts|excavation|geology|jet_grouting|monitoring|natm|regulation|risk|rock_mechanics|safety,natm:natm; geology:jeoloji; rock_mechanics:kaya mekani; excavation:kazı; jet_grouting:jet grout; monitoring:monitoring; risk:risk; safety:güvenlik; regulation:regulation; contracts:sözleşme; case_study:vaka; tunnel_general:tünel,high,Karayolları Genel Müdürlüğü (KGM),00_Program,document_section,,false,false,not_required
DOC000110,Mehmet/Literatur/Wordler/YTMK/2015/01_TUG_NATM.docx,01_TUG_NATM.docx,.docx,521709d743a3d0399b5025fc7cc9eb9bc383852908cc125951b52d56a9c53a6d,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,en,en,high,,2015,Dosya yolu/başlıkta açık yıl: 2015,high,NATM|shotcrete|monitoring|safety,accident|contracts|cost|excavation|geotechnical_investigation|monitoring|natm|risk|rock_bolt|rock_mechanics|safety|shotcrete|waterproofing,natm:natm; geotechnical_investigation:geotechnical; rock_mechanics:rock mass; excavation:excavat; shotcrete:shotcrete; rock_bolt:rock bolt; waterproofing:waterproof; monitoring:monitoring; risk:risk; safety:safety; cost:cost; contracts:contract,high,,01_TUG_NATM,document_section,data/temp/full_docling_chunks/DOC000110/0001.docling.json,false,true,pending
DOC000111,Mehmet/Literatur/Wordler/YTMK/2015/02_3G_Investigation_strategy_AFa.docx,02_3G_Investigation_strategy_AFa.docx,.docx,d539e7f4fef25d72a22d97fc66e00deeea3f2d9e27bb78a960c0ce771f6d0049,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,en,en,high,,2015,Dosya yolu/başlıkta açık yıl: 2015,high,geotechnics,contracts|geology|geotechnical_investigation|inspection|portal|rock_mechanics|route_selection|water,geotechnical_investigation:geotechnical; geology:geolog; rock_mechanics:rock mechanics; route_selection:route selection; water:water inflow; portal:portal; inspection:inspection; contracts:contract; tunnel_general:tunnel,high,,02_3G_Investigation_strategy_AFa,document_section,data/temp/full_docling_chunks/DOC000111/0001.docling.json,false,true,pending
DOC000112,Mehmet/Literatur/Wordler/YTMK/2015/03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.docx,03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.docx,.docx,c80abb102d8727116ae25084f339792007817a95002d49e2b4b854d56f04a4d3,full_docling,A,A,Mevcut canonical metadata authority_level=A,high,regulation,regulation,Mevcut canonical metadata document_type=regulation,high,en,en,high,,2015,Dosya yolu/başlıkta açık yıl: 2015,high,safety|regulation,accident|cost|fire_safety|geotechnical_investigation|inspection|maintenance|operations|portal|regulation|risk|safety|shotcrete|standards|tbm|traffic|ventilation,tbm:tbm; geotechnical_investigation:geotechnical; shotcrete:shotcrete; portal:portal; risk:risk; safety:safety; fire_safety:tunnel fire; ventilation:ventilation; traffic:traffic; operations:operation; maintenance:maintenance; inspection:inspection,high,,03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria,document_section,data/temp/full_docling_chunks/DOC000112/0001.docling.json,false,true,pending
DOC000113,Mehmet/Literatur/Wordler/YTMK/2015/04_TUG_Risk_oriented_design.docx,04_TUG_Risk_oriented_design.docx,.docx,3f316c2ed7f26aedcf68027feac77514ab52a7eb7af7b0ab1f2fb2fc1674174e,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,en,en,high,,2015,Dosya yolu/başlıkta açık yıl: 2015,high,excavation|risk,accident|collapse|cost|excavation|geology|geotechnical_investigation|monitoring|regulation|risk|rock_bolt|safety|shotcrete,geotechnical_investigation:geotechnical; geology:geolog; excavation:excavat; shotcrete:shotcrete; rock_bolt:rock bolt; monitoring:monitoring; risk:risk; safety:safety; regulation:regulation; cost:cost; accident:accident; collapse:collapse,high,,04_TUG_Risk_oriented_design,document_section,data/temp/full_docling_chunks/DOC000113/0001.docling.json,false,true,pending
DOC000114,Mehmet/Literatur/Wordler/YTMK/2015/05_IGT-Design_of_tunnels_in_various_rock_conditions.docx,05_IGT-Design_of_tunnels_in_various_rock_conditions.docx,.docx,7fd4b4c8c846d5e6aae2acc8cecd0dc03273e7182ae53a6f4ebf8de4b5d346be,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,en,en,high,,2015,Dosya yolu/başlıkta açık yıl: 2015,high,geotechnics|excavation|shotcrete,excavation|geotechnical_investigation|monitoring|rock_bolt|rock_mechanics|shotcrete|standards|support_systems|ventilation,rock_mechanics:rock mass; excavation:excavat; shotcrete:shotcrete; rock_bolt:rock bolt; support_systems:support system; monitoring:monitoring; ventilation:ventilation; standards:standard; tunnel_general:tunnel,high,,05_IGT-Design_of_tunnels_in_various_rock_conditions,document_section,data/temp/full_docling_chunks/DOC000114/0001.docling.json,false,true,pending
DOC000115,Mehmet/Literatur/Wordler/YTMK/2015/06_OBB_Koralm_HW.docx,06_OBB_Koralm_HW.docx,.docx,97708590548f2234ac69cfb394e550635427de10767b45e06c79914fce3f7ca4,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,en,en,high,,2015,Dosya yolu/başlıkta açık yıl: 2015,high,TBM|excavation,collapse|contracts|cost|drainage|excavation|geology|geotechnical_investigation|ground_improvement|injection|maintenance|natm|operations|portal|rock_mechanics|tbm|ventilation|water,natm:natm; tbm:tbm; geotechnical_investigation:geotechnical; geology:geolog; rock_mechanics:rock mass; excavation:excavat; ground_improvement:ground improvement; injection:injection; water:water inflow; drainage:drainage; portal:portal; ventilation:ventilation,high,,06_OBB_Koralm_HW,document_section,data/temp/full_docling_chunks/DOC000115/0001.docling.json,false,true,pending
DOC000116,Mehmet/Literatur/Wordler/YTMK/2015/07_TUG_support_weak_ground.docx,07_TUG_support_weak_ground.docx,.docx,2dd377aa1c5526954a690c229aaa0177e901e982aab492d81263dce00e55ce56,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,en,high,,2015,Dosya yolu/başlıkta açık yıl: 2015,high,,excavation|rock_mechanics|safety|shotcrete|standards,rock_mechanics:rock mass; excavation:excavat; shotcrete:shotcrete; safety:safety; standards:standard; tunnel_general:tunnel,high,,07_TUG_support_weak_ground,document_section,data/temp/full_docling_chunks/DOC000116/0001.docling.json,false,true,pending
DOC000117,Mehmet/Literatur/Wordler/YTMK/2015/09_TUG_Monitoring.docx,09_TUG_Monitoring.docx,.docx,1c5a56abfaae6e5248584ef5841f7768352868ee2b53bd114514189a4b8405a3,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,en,high,,2015,Dosya yolu/başlıkta açık yıl: 2015,high,monitoring|instrumentation,excavation|geology|geotechnical_investigation|instrumentation|monitoring|operations|quality_control|risk|rock_mechanics|safety,geotechnical_investigation:geotechnical; geology:geolog; rock_mechanics:rock mechanics; excavation:excavat; monitoring:monitoring; instrumentation:instrumentation; risk:risk; safety:safety; operations:operation; quality_control:quality control; tunnel_general:tunnel,high,,09_TUG_Monitoring,document_section,data/temp/full_docling_chunks/DOC000117/0001.docling.json,false,true,pending
DOC000118,Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.docx,10_OBB_SiteOrganHW.docx,.docx,8ac72718b2b107378e7be611654d3caf2c8b63f2d6a1b690b5243c3109c316a1,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,en,en,high,,2015,Dosya yolu/başlıkta açık yıl: 2015,high,NATM,contracts|cost|excavation|geology|geotechnical_investigation|monitoring|natm|operations|safety|tbm,natm:natm; tbm:tbm; geotechnical_investigation:geotechnical; geology:geolog; excavation:excavat; monitoring:monitoring; safety:safety; operations:operation; cost:cost; contracts:contract; tunnel_general:tunnel,high,,10_OBB_SiteOrganHW,document_section,data/temp/full_docling_chunks/DOC000118/0001.docling.json,false,true,pending
DOC000119,Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.docx,11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.docx,.docx,4a19f1d8988ca4971513a4b771c671122749ef4f3e8df236e5d4093b0acbba39,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,en,en,high,,2015,Dosya yolu/başlıkta açık yıl: 2015,high,geotechnics,collapse|excavation|geology|geotechnical_investigation|inspection|jet_grouting|monitoring|natm|operations|risk|shotcrete|standards,natm:natm; geotechnical_investigation:geotechnical; geology:geolog; excavation:excavat; shotcrete:shotcrete; jet_grouting:jet grout; monitoring:monitoring; risk:risk; operations:operation; inspection:inspection; standards:standard; collapse:collapse,high,,11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10,document_section,data/temp/full_docling_chunks/DOC000119/0001.docling.json,false,true,pending
DOC000120,Mehmet/Literatur/Wordler/YTMK/2015/12_TUG_contract.docx,12_TUG_contract.docx,.docx,2025c5626a39547cdf9eb888904112c67702f5b062baf9787da9337a80b38ded,baseline,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,en,high,,2015,Dosya yolu/başlıkta açık yıl: 2015,high,risk,contracts|cost|excavation|forepoling|geology|geotechnical_investigation|regulation|risk|rock_mechanics|safety|shotcrete|standards|steel_rib|unit_price,geotechnical_investigation:site investigation; geology:geolog; rock_mechanics:rock mass; excavation:excavat; shotcrete:shotcrete; steel_rib:lattice girder; forepoling:forepol; risk:risk; safety:safety; regulation:regulation; standards:standard; cost:cost,high,,12_TUG_contract,document_section,,false,true,pending
DOC000121,Mehmet/Literatur/Wordler/YTMK/2015/Austrian-practice-of_tunnelling-contracts_Engl.docx,Austrian-practice-of_tunnelling-contracts_Engl.docx,.docx,137b3889a8250d821c0ca34c92a00f633489aa4064c3f7c4b09a8d7e815fa232,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,en,en,high,,2015,Dosya yolu/başlıkta açık yıl: 2015,high,excavation|cost,contracts|cost|excavation|geology|geotechnical_investigation|inspection|natm|risk|rock_mechanics|standards|unit_price,natm:natm; geotechnical_investigation:geotechnical; geology:geolog; rock_mechanics:rock mass; excavation:excavat; risk:risk; inspection:inspection; standards:standard; cost:cost; unit_price:unit price; contracts:contract; tunnel_general:tunnel,high,,Austrian-practice-of_tunnelling-contracts_Engl,document_section,data/temp/full_docling_chunks/DOC000121/0001.docling.json,false,true,pending
DOC000122,Mehmet/Literatur/Wordler/YTMK/2015/Guideline_Geotechnical_Design_conv_2010_01.docx,Guideline_Geotechnical_Design_conv_2010_01.docx,.docx,8bb90aa5183d87dddc449e02f3a33c47a0ce0fbf3b0661effd3fdbeae1915d4d,baseline,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,en,high,2010,2010,Mevcut canonical metadata yılı: 2010,high,geotechnics,contracts|excavation|geology|geotechnical_investigation|monitoring|regulation|risk|safety|standards,geotechnical_investigation:geotechnical; geology:geolog; excavation:excavat; monitoring:monitoring; risk:risk; safety:safety; regulation:regulation; standards:standard; contracts:contract; tunnel_general:tunnel,high,,Guideline_Geotechnical_Design_conv_2010_01,document_section,,false,true,pending
DOC000123,Mehmet/Literatur/Wordler/YTMK/2015/OeGG_Monitoring_Handbook.docx,OeGG_Monitoring_Handbook.docx,.docx,95f6781e96026a8a700972730aba59088c12ffbbe9becf83196c73c8404ad8b6,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,manual,manual,Mevcut canonical metadata document_type=manual,high,,en,high,,2015,Dosya yolu/başlıkta açık yıl: 2015,high,monitoring,collapse|contracts|cost|excavation|geology|geotechnical_investigation|monitoring|risk|safety|shotcrete,geotechnical_investigation:geotechnical; geology:geolog; excavation:excavat; shotcrete:shotcrete; monitoring:monitoring; risk:risk; safety:safety; cost:cost; contracts:contract; collapse:collapse; tunnel_general:tunnel,high,,OeGG_Monitoring_Handbook,document_section,data/temp/full_docling_chunks/DOC000123/0001.docling.json,false,true,pending
