priority,document_id,source_relative_path,field,current_value,deterministic_suggestion,llm_suggestion,evidence,confidence,agreement_status,reviewer_value,reviewer_note,review_status,reviewed_at
P0,DOC000145,Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.pdf,authority_level,,unclassified,unclassified,academic/professional presentation by Graz University of Technology and ÖBB authors [evidence_not_grounded_in_context] [authority_B_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000151,Mehmet/Literatur/YTMK Tunelcilik Semineri/YTMK Kaynaklar.docx,authority_level,,unclassified,unclassified,unclassified [evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000151,Mehmet/Literatur/YTMK Tunelcilik Semineri/YTMK Kaynaklar.docx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000151,Mehmet/Literatur/YTMK Tunelcilik Semineri/YTMK Kaynaklar.docx,year,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000153,Sunumlar_2022/10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.pdf,authority_level,,unclassified,unclassified,Success Factors - Innovation Sika's long history of innovation has led to unparalleled success in becoming a recognized global technology leader [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000154,Sunumlar_2022/11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas.pdf,authority_level,,unclassified,unclassified,TURKISH TUNNELLING SOCIETY [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000155,Sunumlar_2022/12_1_Fire Safety in Tunnels.pdf,authority_level,,unclassified,unclassified,[controlled_vocabulary_rejected],low,unresolved,,,pending,
P0,DOC000155,Sunumlar_2022/12_1_Fire Safety in Tunnels.pdf,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000156,Sunumlar_2022/12_2_Fire Safety in Tunnels.pdf,authority_level,,unclassified,unclassified,PIARC (World Road Association) tarafından yayınlanan makale [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000158,Sunumlar_2022/2_Present and Future of Tunnel Constructions in Transportation Infrastructure.pdf,authority_level,,unclassified,unclassified,Sunumlar_2022 [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000158,Sunumlar_2022/2_Present and Future of Tunnel Constructions in Transportation Infrastructure.pdf,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000159,Sunumlar_2022/3_HIZRAY Project and Planned Future of Istanbul Metro Works.pdf,authority_level,,unclassified,unclassified,Setenay ULUDAĞ Müdür Yardımcısı İBB Raylı Sistem Projeler Şube Müdürlüğü [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000160,"Sunumlar_2022/4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.pdf",authority_level,,unclassified,unclassified,TUNNEL TÜNELCILIKDERNEGI TURKISH TUNNELLING SOCIETY [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000161,"Sunumlar_2022/5_Past, Present and Future of Izmir Metro Works.pdf",authority_level,,unclassified,unclassified,İzmir Büyükşehir Belediyesi Raylı Sitem Dairesi Başkanlığı altında [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000162,"Sunumlar_2022/6_Past, Present and Future of DSI Tunnels.pdf",authority_level,,unclassified,unclassified,Dr. Ayhan KOÇBAY Daire Başkanı 29.11.2022 www.tunnelturkey.org [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000163,Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.pdf,authority_level,,unclassified,unclassified,Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.pdf [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000164,Sunumlar_2022/8_Halkali - Istanbul Airport Metro Construction Works.pdf,authority_level,,unclassified,unclassified,"TUNNEL ## HALKALI - ISTANBUL HAVALIMANI METRO HATTI 76,5 milyon metrekarelik alanı [authority_C_evidence_class_mismatch]",low,unresolved,,,pending,
P0,DOC000165,Sunumlar_2022/9_Final Lining Design Approach for Reduction Tunnels.pdf,authority_level,,unclassified,unclassified,[controlled_vocabulary_rejected],low,unresolved,,,pending,
P0,DOC000165,Sunumlar_2022/9_Final Lining Design Approach for Reduction Tunnels.pdf,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000166,Sunumlar_2022/Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.pdf,authority_level,,B,unclassified,[evidence_not_grounded_in_context] [authority_B_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000166,Sunumlar_2022/Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.pdf,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000167,Sunumlar_2022/Türkiye’deki Karayolu Tünellerinde Trafik.pdf,authority_level,,unclassified,B,"Gazi Üniversitesi, İnşaat Mühendisliği Bölümü, Ankara - Karayolları Genel Müdürlüğü, Ankara",high,llm_only,,,pending,
P0,DOC000169,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/agenda_56725_TR.doc,authority_level,,C,unclassified,"KGM, Karayolları Genel Müdürlüğü [authority_C_evidence_class_mismatch]",low,unresolved,,,pending,
P0,DOC000171,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part2_2.ppt,authority_level,,C,unclassified,"TAIEX Expert Mission on road tunnel categorization Katarzyna Piechowska-Strumik General Inspectorate of Road Transport in Poland Ankara, 16-19 March 2015 [authority_C_evidence_class_mismatch]",low,unresolved,,,pending,
P0,DOC000172,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part3.ppt,authority_level,,C,unclassified,"TAIEX Expert Mission on road tunnel categorization Katarzyna Piechowska-Strumik General Inspectorate of Road Transport in Poland Ankara, 16-19 March 2015 [authority_C_evidence_class_mismatch]",low,unresolved,,,pending,
P0,DOC000173,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part4.ppt,authority_level,,C,unclassified,TAIEX Expert Mission on road tunnel categorization Katarzyna Piechowska-Strumik General Inspectorate of Road Transport in Poland [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000175,Tünel Dergisi/E-dergi-Tünel Dergisi 46_1.pdf,authority_level,,unclassified,unclassified,Tünel Dergisi,high,unresolved,,,pending,
P0,DOC000176,Tünel Dergisi/E-Dergi_Tünel 45_r.pdf,authority_level,,unclassified,unclassified,not_requested,high,unresolved,,,pending,
P0,DOC000177,Tünel Dergisi/E-dergi_Tünel-35.pdf,authority_level,,unclassified,unclassified,not_requested,high,unresolved,,,pending,
P0,DOC000193,Tünel Dergisi/Tunel Dergi Sayi 40.pdf,authority_level,,unclassified,unclassified,Tünelciliğe gönül verenler köşemizi okurlarımızın ilgiyle takip ettiğini öğrenmek bizi mutlu ediyor. [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000194,Tünel Dergisi/Tunel Dergisi 1.pdf,authority_level,,C,unclassified,not_requested [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000195,Tünel Dergisi/Tunel Dergisi 2.pdf,authority_level,,C,unclassified,"Tünel Dergisi is a professional association magazine, not an official regulation or technical specification. [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch]",low,unresolved,,,pending,
P0,DOC000196,Tünel Dergisi/Tunel Dergisi 3.pdf,authority_level,,C,unclassified,Tünel Dergİsİ 3. Sayıya Katkıda Bulunan Tünelcİler ve Madencİler contrıbutıng partıes [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000197,Tünel Dergisi/Tunel Dergisi 4.pdf,authority_level,,C,unclassified,TÜNELCİLİK DERNEĞİ Oruçreis Mahallesi Barbaros Caddesi Tekstilkent Sitesi A 11 Blok 3.Kat No 48 Esenler İstanbul [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000198,Tünel Dergisi/Tunel Dergisi 5.pdf,authority_level,,C,unclassified,Tünel Dergisi 5.pdf [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000199,Tünel Dergisi/Tunel Dergisi 6.pdf,authority_level,,unclassified,unclassified,not_requested,high,unresolved,,,pending,
P0,DOC000200,Tünel Dergisi/tunel37.pdf,authority_level,,unclassified,unclassified,Tünelcilik Derneği [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000201,Tünel Dergisi/Tünel 42-E-dergi_2.pdf,authority_level,,unclassified,unclassified,not_requested,high,unresolved,,,pending,
P0,DOC000202,Tünel Dergisi/Tünel 44_red.pdf,authority_level,,C,unclassified,not_requested [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000203,Tünel Dergisi/Tünel 51_red (1).pdf,authority_level,,unclassified,unclassified,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000203,Tünel Dergisi/Tünel 51_red (1).pdf,year,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000204,Tünel Dergisi/TÜNEL SAYI-33.pdf,authority_level,,unclassified,unclassified,not_requested,high,unresolved,,,pending,
P0,DOC000205,Tünel Dergisi/TÜNEL-41.pdf,authority_level,,unclassified,unclassified,not_requested,high,unresolved,,,pending,
P0,DOC000206,Tünel Dergisi/Tünel-47-e-dergisi_r.pdf,authority_level,,C,unclassified,not_requested [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000207,Tünel Dergisi/Tünel-e-dergi-43_red.pdf,authority_level,,unclassified,unclassified,not_requested,high,unresolved,,,pending,
P0,DOC000208,Tünel Dergisi/TÜNEL_SAYI-38.pdf,authority_level,,unclassified,unclassified,not_requested,high,unresolved,,,pending,
P0,DOC000209,"Tünel Kazaları, Çökmeler ve Felaketler/Dünyada Tünel Felaketleri.docx",organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000211,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kaynaklı Kazalar_Çökmeler.docx",authority_level,,unclassified,unclassified,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000211,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kaynaklı Kazalar_Çökmeler.docx",document_type,unknown,unknown,unknown,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000211,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kaynaklı Kazalar_Çökmeler.docx",organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000211,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kaynaklı Kazalar_Çökmeler.docx",year,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000212,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kazaları.docx",authority_level,,unclassified,unclassified,no official institutional proof found; content aggregates news links. [evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000212,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kazaları.docx",organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000212,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kazaları.docx",year,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000216,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/4-TÜNEL DESTEKLEMESİ-KAYA BULONU.pptx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000217,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/5-TÜNEL DESTEKLEMESİ-SÜREN.pptx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000218,"TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.pptx",organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000219,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/7-TÜNEL TARİF-ANALİZ-YBF.pptx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000220,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/8-TÜNELLERDE SU VE GAZ SORUNLARI.pptx,authority_level,,C,unclassified,[controlled_vocabulary_rejected],low,unresolved,,,pending,
P0,DOC000220,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/8-TÜNELLERDE SU VE GAZ SORUNLARI.pptx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000221,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/9-Tünel Destek Sistemleri (Örnekler).pptx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000225,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/8- Yapım Genel Partname.docx,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000226,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/B3 60 ÇELİK İKSA DETAYI-Model.pdf,authority_level,,C,unclassified,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000226,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/B3 60 ÇELİK İKSA DETAYI-Model.pdf,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000227,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Birim Fiyat Tarifleri (Genel Müdürlük)-TÜNEL.doc,authority_level,,C,unclassified,[controlled_vocabulary_rejected],low,unresolved,,,pending,
P0,DOC000227,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Birim Fiyat Tarifleri (Genel Müdürlük)-TÜNEL.doc,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000229,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar (7 sayfa).pdf,authority_level,,C,unclassified,Karayolları Genel Müdürlüğü Yol Yapım Dairesi Başkanliğı [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000231,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar.pdf,authority_level,,C,unclassified,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020) [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000231,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar.pdf,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000232,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/örnek icmaller.xls,authority_level,,C,unclassified,relative_path: TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000232,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/örnek icmaller.xls,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000235,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KALİTE KONTROL PLANI/KALİTE KONTROL PLANI TABLO.pdf,authority_level,,C,unclassified,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000235,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KALİTE KONTROL PLANI/KALİTE KONTROL PLANI TABLO.pdf,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000236,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KTS_2013.pdf,authority_level,,C,unclassified,T.C. ULAŞTIRMA DENİZCİLİK VE HABERLEŞME BAKANLIĞI Karayolları Genel Müdürlüğü [authority_A_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000237,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Makine İle Tünel İçi Kablo Kanalı Yapılması-Analiz.pdf,authority_level,,C,unclassified,KGM/ 112399803 04.042/05 [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000238,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Q_tipi_celik_hasir.pdf,authority_level,,C,unclassified,relative_path: TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Q_tipi_celik_hasir.pdf [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000238,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Q_tipi_celik_hasir.pdf,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000239,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ROCKBİT-3.5''9m-ANALİZ.pdf,authority_level,,C,unclassified,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ROCKBİT-3.5''9m-ANALİZ.pdf [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000240,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/STANDART ÇELİK HASIRLAR-TS 4559-İMO.pdf,authority_level,,C,unclassified,Standart: İlgili Standartlar TS4559 [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000240,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/STANDART ÇELİK HASIRLAR-TS 4559-İMO.pdf,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000241,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Taban kemerli tip kesit.pdf,authority_level,,C,unclassified,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000241,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Taban kemerli tip kesit.pdf,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000242,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Taban kemersiz tip kesit.pdf,authority_level,,C,unclassified,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000242,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Taban kemersiz tip kesit.pdf,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000243,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/Bölgenin Yazısı.pdf,authority_level,,C,unclassified,not_requested [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000244,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/ErdemliSilifkeTasucu Yolu Tunel Takip Formlari .pdf,authority_level,,C,unclassified,Karayolları Genel Müdürlüğü . Bölge Müdürlüğü T.C. ULAŞTIRMA VE ALTYAPI BAKANLIČI [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000244,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/ErdemliSilifkeTasucu Yolu Tunel Takip Formlari .pdf,year,,,,unknown [evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000245,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/K.Maras Tunel Takip Formlari.pdf,authority_level,,C,unclassified,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000245,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/K.Maras Tunel Takip Formlari.pdf,year,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000246,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/SilifkeMut Yolu Tunel Takip Formlari.pdf,authority_level,,C,unclassified,not_requested [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000246,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/SilifkeMut Yolu Tunel Takip Formlari.pdf,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000246,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/SilifkeMut Yolu Tunel Takip Formlari.pdf,year,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000247,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/94b5cfaa64b645c08b28d67ed06f8a23.pdf,authority_level,,C,unclassified,T.C. KARAYOLLARI GENEL MÜDÜRLÜĞÜ 5. Bölge Müdürlüğü [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000247,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/94b5cfaa64b645c08b28d67ed06f8a23.pdf,year,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000248,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/K.MARAS KONT.SEF.TUNEL IMALATLARI.pdf,authority_level,,C,unclassified,T.C. ULASTIRMA VE ALTYAPI BAKANLIGI [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000248,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/K.MARAS KONT.SEF.TUNEL IMALATLARI.pdf,year,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000249,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Cikis Sag Tup 26.11.2018.pdf,authority_level,,C,unclassified,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI Karayolları Genel Müdürlüğü [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000250,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Cikis Sol Tup 26.11.2018.pdf,authority_level,,C,unclassified,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIGI Karayollari Genel Müdürlogo . Bölge Müdürlogü S (RQD) Süreksizlik Aralıkları [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000251,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Giris Sol Tup 26.11.2018.pdf,authority_level,,C,unclassified,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI Karayolları Genel Müdürlüğü [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000252,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T8 TUNELICIKIS Sag Tup 23.11.2018.pdf,authority_level,,C,unclassified,not_requested [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000253,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T8 TUNELICIKIS Sol Tup 23.11.2018.pdf,authority_level,,C,unclassified,[controlled_vocabulary_rejected],low,unresolved,,,pending,
P0,DOC000253,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T8 TUNELICIKIS Sol Tup 23.11.2018.pdf,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000254,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/tunel takip son calisma T3 Tuneli.pdf,authority_level,,C,unclassified,[controlled_vocabulary_rejected],low,unresolved,,,pending,
P0,DOC000254,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/tunel takip son calisma T3 Tuneli.pdf,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000258,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TÜNEL İÇİ EKİPMAN BOŞLUKLARI NİŞ BİLGİLERİ.pdf,authority_level,,C,unclassified,TÜNEL MÜH.GELİŞTİRME KURSU [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
P0,DOC000258,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TÜNEL İÇİ EKİPMAN BOŞLUKLARI NİŞ BİLGİLERİ.pdf,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000259,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/Genel Sunum.ppt,organization,,,,[evidence_not_grounded_in_context],low,unresolved,,,pending,
P0,DOC000260,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/OTOYOL TÜNELİ (4 ŞERİTLİ) PORTAL TASARIMI.pptx,authority_level,,C,unclassified,presentation [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch],low,unresolved,,,pending,
